group,genome_bp,cds
MHQ WGS (N=3164),3046758.57,3290.14
MHQ WGS (N=3164),3942851.3,3811.22
MHQ WGS (N=3164),2730901.89,3428.41
MHQ WGS (N=3164),3824346.81,3141.62
MHQ WGS (N=3164),2156881.81,1929.69
MHQ WGS (N=3164),7401575.45,7473.73
MHQ WGS (N=3164),4641459.9,4149.14
MHQ WGS (N=3164),2166272.99,2056.39
MHQ WGS (N=3164),9666371.59,9991.07
MHQ WGS (N=3164),2573553.8,2718.69
MHQ WGS (N=3164),6872599.78,6618.09
MHQ WGS (N=3164),5486527.33,4514.03
MHQ WGS (N=3164),3625128.32,4209.1
MHQ WGS (N=3164),6387266.88,6003.87
MHQ WGS (N=3164),5257867.85,5469.39
MHQ WGS (N=3164),4259499.87,4246.55
MHQ WGS (N=3164),4479971.04,4401.24
MHQ WGS (N=3164),4899298.56,4579.01
MHQ WGS (N=3164),3151991.56,4052.86
MHQ WGS (N=3164),2967743.12,2881.48
MHQ WGS (N=3164),7373571.4,6503.26
MHQ WGS (N=3164),2597724.52,2997.47
MHQ WGS (N=3164),7877143.83,7491.44
MHQ WGS (N=3164),3625401.55,3665.76
MHQ WGS (N=3164),3444408.86,3452.47
MHQ WGS (N=3164),3694843.61,3017.53
MHQ WGS (N=3164),5041861.22,4690.63
MHQ WGS (N=3164),4434986.47,6041.92
MHQ WGS (N=3164),9276074.51,8027.52
MHQ WGS (N=3164),5123105.98,5097.31
MHQ WGS (N=3164),5223680.49,6281.66
MHQ WGS (N=3164),4854735.6,6023.53
MHQ WGS (N=3164),3561336.31,4691.3
MHQ WGS (N=3164),5729318.16,4565.22
MHQ WGS (N=3164),3547282.3,2925.34
MHQ WGS (N=3164),3175199.39,3437.51
MHQ WGS (N=3164),5681384.02,5468.47
MHQ WGS (N=3164),7601193.14,8956.94
MHQ WGS (N=3164),6408084.93,5059.19
MHQ WGS (N=3164),5273734.55,5189.05
MHQ WGS (N=3164),2292740.79,2079.83
MHQ WGS (N=3164),3144014.07,3048.99
MHQ WGS (N=3164),7199538.79,8299.29
MHQ WGS (N=3164),3077927.5,2105.83
MHQ WGS (N=3164),7106052.16,6895.58
MHQ WGS (N=3164),4945782.62,4920.87
MHQ WGS (N=3164),2255640.17,1748.58
MHQ WGS (N=3164),2815125.07,2461.33
MHQ WGS (N=3164),6529445.39,7822.37
MHQ WGS (N=3164),4667665.46,3766.16
MHQ WGS (N=3164),2731118.86,1917.5
MHQ WGS (N=3164),2322223.55,2250.28
MHQ WGS (N=3164),5723990.71,5538.47
MHQ WGS (N=3164),2719806.11,2130.24
MHQ WGS (N=3164),4689230.67,4917.79
MHQ WGS (N=3164),4655736.92,4593.44
MHQ WGS (N=3164),6374220.34,5142.5
MHQ WGS (N=3164),5270293.73,4939.73
MHQ WGS (N=3164),10692403.31,10250.91
MHQ WGS (N=3164),1827396.77,1819.98
MHQ WGS (N=3164),7465542.6,7928.55
MHQ WGS (N=3164),5829106.86,4574.39
MHQ WGS (N=3164),3640776.48,3416.52
MHQ WGS (N=3164),5186258.34,4545.6
MHQ WGS (N=3164),4211112.44,4710.24
MHQ WGS (N=3164),4164747.82,3446.29
MHQ WGS (N=3164),1749852.18,1771.23
MHQ WGS (N=3164),4174405.48,4942.27
MHQ WGS (N=3164),7134870.4,7359.39
MHQ WGS (N=3164),6154342.43,5412.28
MHQ WGS (N=3164),5337457.04,4620.38
MHQ WGS (N=3164),7006131.53,7322.08
MHQ WGS (N=3164),4406527.62,4075.51
MHQ WGS (N=3164),2521816.65,1988.49
MHQ WGS (N=3164),5898283.22,5288.51
MHQ WGS (N=3164),10024333.18,7950.49
MHQ WGS (N=3164),4132265.15,4532.62
MHQ WGS (N=3164),1735193.81,2343.45
MHQ WGS (N=3164),3259073.37,3008.72
MHQ WGS (N=3164),6422050.36,7808.53
MHQ WGS (N=3164),4120368.65,3303.08
MHQ WGS (N=3164),2612151.69,2393.14
MHQ WGS (N=3164),4090713.64,4132.88
MHQ WGS (N=3164),3719306.41,3391.82
MHQ WGS (N=3164),4030684.02,4260.08
MHQ WGS (N=3164),3036468.33,2640.37
MHQ WGS (N=3164),4608746.43,5325.3
MHQ WGS (N=3164),2223980.12,1691.96
MHQ WGS (N=3164),6167377.47,5592.06
MHQ WGS (N=3164),5471703.28,5614.86
MHQ WGS (N=3164),5686790.83,4564.14
MHQ WGS (N=3164),6962027.01,5981.9
MHQ WGS (N=3164),5690411.69,5089.24
MHQ WGS (N=3164),2840405.67,2896.47
MHQ WGS (N=3164),4466004.89,4081.62
MHQ WGS (N=3164),3080180.07,3683.22
MHQ WGS (N=3164),1835010.02,1661.94
MHQ WGS (N=3164),3527497.73,3404.67
MHQ WGS (N=3164),3755241.24,3225.0
MHQ WGS (N=3164),9940807.7,11168.95
MHQ WGS (N=3164),3372629.88,2105.57
MHQ WGS (N=3164),3833470.7,3555.62
MHQ WGS (N=3164),3110260.62,2466.55
MHQ WGS (N=3164),2611286.92,3385.52
MHQ WGS (N=3164),1990759.43,1770.16
MHQ WGS (N=3164),5588245.83,4210.11
MHQ WGS (N=3164),5538787.4,4722.54
MHQ WGS (N=3164),7803930.26,7591.74
MHQ WGS (N=3164),4561401.66,4609.97
MHQ WGS (N=3164),7697093.58,6399.5
MHQ WGS (N=3164),5805854.77,5076.17
MHQ WGS (N=3164),5119569.35,6636.71
MHQ WGS (N=3164),3567965.71,2690.07
MHQ WGS (N=3164),5362420.68,4940.14
MHQ WGS (N=3164),5321553.35,6002.54
MHQ WGS (N=3164),5258437.0,5066.04
MHQ WGS (N=3164),2828452.96,3231.19
MHQ WGS (N=3164),3141301.5,2412.9
MHQ WGS (N=3164),2969431.02,2290.96
MHQ WGS (N=3164),6000115.1,4999.56
MHQ WGS (N=3164),9603147.48,10228.85
MHQ WGS (N=3164),2431929.27,2435.43
MHQ WGS (N=3164),4349426.05,3707.66
MHQ WGS (N=3164),4022611.47,5478.7
MHQ WGS (N=3164),3578450.44,3175.16
MHQ WGS (N=3164),6942626.21,6739.84
MHQ WGS (N=3164),4689232.02,5274.08
MHQ WGS (N=3164),6706658.79,6897.5
MHQ WGS (N=3164),2489541.38,2773.15
MHQ WGS (N=3164),4912969.26,4305.03
MHQ WGS (N=3164),3212473.34,2969.34
MHQ WGS (N=3164),4044309.26,3449.99
MHQ WGS (N=3164),4763353.68,5387.76
MHQ WGS (N=3164),2566212.75,2351.88
MHQ WGS (N=3164),5842897.5,6093.6
MHQ WGS (N=3164),2940441.67,2678.5
MHQ WGS (N=3164),4161364.71,4593.25
MHQ WGS (N=3164),7878788.69,6112.08
MHQ WGS (N=3164),4537517.92,3992.93
MHQ WGS (N=3164),2635331.86,2012.38
MHQ WGS (N=3164),3536789.82,5276.96
MHQ WGS (N=3164),2138573.21,2068.45
MHQ WGS (N=3164),6672415.29,6792.84
MHQ WGS (N=3164),3300096.02,3463.82
MHQ WGS (N=3164),3461345.72,3409.34
MHQ WGS (N=3164),7526751.14,5730.23
MHQ WGS (N=3164),4583539.5,5386.56
MHQ WGS (N=3164),4548931.49,3362.84
MHQ WGS (N=3164),2723021.25,2215.99
MHQ WGS (N=3164),5140061.24,5660.48
MHQ WGS (N=3164),6171489.38,7645.62
MHQ WGS (N=3164),4422424.96,5019.08
MHQ WGS (N=3164),3076531.38,3028.84
MHQ WGS (N=3164),3174547.4,2811.2
MHQ WGS (N=3164),5114767.1,4768.05
MHQ WGS (N=3164),4135740.39,4379.13
MHQ WGS (N=3164),5097475.72,4581.87
MHQ WGS (N=3164),4465621.18,5514.19
MHQ WGS (N=3164),2577854.5,2623.45
MHQ WGS (N=3164),6233525.74,6095.11
MHQ WGS (N=3164),1607001.71,1633.31
MHQ WGS (N=3164),3602880.3,3455.53
MHQ WGS (N=3164),6690691.68,7179.09
MHQ WGS (N=3164),7160981.62,8113.24
MHQ WGS (N=3164),8742603.82,7066.72
MHQ WGS (N=3164),3164168.95,3237.16
MHQ WGS (N=3164),2340734.32,2228.94
MHQ WGS (N=3164),3461355.96,3024.23
MHQ WGS (N=3164),5350709.16,4847.21
MHQ WGS (N=3164),5187072.23,5138.49
MHQ WGS (N=3164),2483735.86,1987.42
MHQ WGS (N=3164),4370896.79,4655.42
MHQ WGS (N=3164),4309891.5,4008.44
MHQ WGS (N=3164),5013372.8,4381.91
MHQ WGS (N=3164),2793838.65,2220.4
MHQ WGS (N=3164),4617483.44,5081.3
MHQ WGS (N=3164),5069185.0,5174.12
MHQ WGS (N=3164),6567548.5,7538.85
MHQ WGS (N=3164),1494061.1,1515.67
MHQ WGS (N=3164),5536386.31,4845.4
MHQ WGS (N=3164),6106573.73,6437.19
MHQ WGS (N=3164),3566666.71,2681.07
MHQ WGS (N=3164),2006746.84,1872.02
MHQ WGS (N=3164),3330971.91,3631.86
MHQ WGS (N=3164),2923547.84,2034.44
MHQ WGS (N=3164),3729725.12,3350.75
MHQ WGS (N=3164),5956950.59,5624.46
MHQ WGS (N=3164),5516879.86,6051.12
MHQ WGS (N=3164),3270716.5,3876.87
MHQ WGS (N=3164),2878603.43,2428.5
MHQ WGS (N=3164),4089150.15,3510.54
MHQ WGS (N=3164),3512535.64,3269.37
MHQ WGS (N=3164),4206315.65,3644.04
MHQ WGS (N=3164),3879683.19,3378.07
MHQ WGS (N=3164),4324680.82,4056.55
MHQ WGS (N=3164),3640126.49,3320.05
MHQ WGS (N=3164),5328082.36,5046.75
MHQ WGS (N=3164),6681757.63,5452.72
MHQ WGS (N=3164),3500241.63,3476.82
MHQ WGS (N=3164),4072360.96,3753.41
MHQ WGS (N=3164),3586807.84,3696.29
MHQ WGS (N=3164),3358012.18,2818.09
MHQ WGS (N=3164),5338407.42,5165.34
MHQ WGS (N=3164),3510027.67,3165.52
MHQ WGS (N=3164),5941400.6,4404.77
MHQ WGS (N=3164),6138555.25,5208.24
MHQ WGS (N=3164),5959695.71,6005.36
MHQ WGS (N=3164),3787455.59,4413.4
MHQ WGS (N=3164),4427819.55,4058.47
MHQ WGS (N=3164),3672516.54,3389.39
MHQ WGS (N=3164),11729805.34,14874.68
MHQ WGS (N=3164),4394811.8,4015.44
MHQ WGS (N=3164),3309927.72,3469.4
MHQ WGS (N=3164),5167204.38,4763.21
MHQ WGS (N=3164),5046822.33,4493.04
MHQ WGS (N=3164),2171205.72,1829.11
MHQ WGS (N=3164),3146573.42,2850.46
MHQ WGS (N=3164),3572758.12,3577.79
MHQ WGS (N=3164),5170899.78,4769.25
MHQ WGS (N=3164),5985235.44,5504.33
MHQ WGS (N=3164),5764769.35,5285.92
MHQ WGS (N=3164),6267779.55,6440.21
MHQ WGS (N=3164),4864508.16,5332.45
MHQ WGS (N=3164),2127980.7,2599.32
MHQ WGS (N=3164),5361780.85,5371.14
MHQ WGS (N=3164),2966013.09,2925.34
MHQ WGS (N=3164),3476343.04,3722.08
MHQ WGS (N=3164),8382231.03,7029.0
MHQ WGS (N=3164),3949752.16,3232.43
MHQ WGS (N=3164),6751063.35,8432.29
MHQ WGS (N=3164),5712554.92,5500.11
MHQ WGS (N=3164),9099902.18,7790.34
MHQ WGS (N=3164),3990599.9,3594.83
MHQ WGS (N=3164),4417922.15,5047.69
MHQ WGS (N=3164),2820783.49,2549.42
MHQ WGS (N=3164),8921628.89,7516.22
MHQ WGS (N=3164),6058777.46,5829.03
MHQ WGS (N=3164),3005012.4,2425.05
MHQ WGS (N=3164),3565619.15,2525.26
MHQ WGS (N=3164),5238214.12,5438.08
MHQ WGS (N=3164),4891236.17,3800.41
MHQ WGS (N=3164),2574393.88,2549.28
MHQ WGS (N=3164),4453919.65,4013.45
MHQ WGS (N=3164),5926427.39,7264.5
MHQ WGS (N=3164),1502938.04,1185.82
MHQ WGS (N=3164),3052753.67,3208.96
MHQ WGS (N=3164),2478550.69,2456.11
MHQ WGS (N=3164),3396366.09,3274.23
MHQ WGS (N=3164),4601848.57,4390.9
MHQ WGS (N=3164),3131353.18,3091.81
MHQ WGS (N=3164),1907302.02,1690.92
MHQ WGS (N=3164),5644713.68,6399.6
MHQ WGS (N=3164),1942037.94,1673.2
MHQ WGS (N=3164),3953051.37,4059.26
MHQ WGS (N=3164),6256440.51,5954.72
MHQ WGS (N=3164),3389936.27,3343.33
MHQ WGS (N=3164),10410577.75,9374.58
MHQ WGS (N=3164),3303544.51,2765.33
MHQ WGS (N=3164),2665909.06,2632.87
MHQ WGS (N=3164),5355228.48,5317.11
MHQ WGS (N=3164),5277949.35,6165.85
MHQ WGS (N=3164),7516325.59,6147.46
MHQ WGS (N=3164),6786478.75,5660.6
MHQ WGS (N=3164),4505233.59,3731.81
MHQ WGS (N=3164),4066656.4,3644.69
MHQ WGS (N=3164),3174587.64,3226.69
MHQ WGS (N=3164),2117606.74,2199.81
MHQ WGS (N=3164),2211342.52,2394.94
MHQ WGS (N=3164),6386753.84,6355.37
MHQ WGS (N=3164),6483334.8,5642.07
MHQ WGS (N=3164),4276636.59,4416.75
MHQ WGS (N=3164),4397437.54,4685.39
MHQ WGS (N=3164),4044280.48,3751.57
MHQ WGS (N=3164),6388556.59,5115.23
MHQ WGS (N=3164),5300739.0,5453.29
MHQ WGS (N=3164),6468859.79,6189.01
MHQ WGS (N=3164),3869300.11,4452.25
MHQ WGS (N=3164),5616335.07,6006.42
MHQ WGS (N=3164),5372585.87,5819.57
MHQ WGS (N=3164),2627181.14,3931.67
MHQ WGS (N=3164),2845228.78,1867.23
MHQ WGS (N=3164),4981486.02,5174.84
MHQ WGS (N=3164),5488531.2,5652.53
MHQ WGS (N=3164),3249029.17,2658.22
MHQ WGS (N=3164),2540244.13,2763.17
MHQ WGS (N=3164),3157054.22,3236.15
MHQ WGS (N=3164),4359840.82,4446.28
MHQ WGS (N=3164),3080740.53,2559.54
MHQ WGS (N=3164),4087055.43,3977.0
MHQ WGS (N=3164),7507010.34,8277.51
MHQ WGS (N=3164),2117250.31,2113.27
MHQ WGS (N=3164),1213485.78,1230.86
MHQ WGS (N=3164),3650388.25,3095.75
MHQ WGS (N=3164),6138720.88,6838.84
MHQ WGS (N=3164),1856060.83,1812.95
MHQ WGS (N=3164),8429786.86,8212.03
MHQ WGS (N=3164),7576918.17,6923.8
MHQ WGS (N=3164),3761885.03,3785.79
MHQ WGS (N=3164),3273591.96,2453.44
MHQ WGS (N=3164),3582980.33,2785.8
MHQ WGS (N=3164),2313065.91,2173.93
MHQ WGS (N=3164),5639054.94,6146.63
MHQ WGS (N=3164),6292494.57,9677.46
MHQ WGS (N=3164),3342355.84,3337.86
MHQ WGS (N=3164),2484731.53,2399.36
MHQ WGS (N=3164),3420927.65,3917.98
MHQ WGS (N=3164),3983146.48,4478.88
MHQ WGS (N=3164),4199031.73,3180.14
MHQ WGS (N=3164),4837869.25,5164.47
MHQ WGS (N=3164),2737120.52,3616.28
MHQ WGS (N=3164),3699183.88,3150.47
MHQ WGS (N=3164),2023195.8,1621.55
MHQ WGS (N=3164),5162238.07,4558.41
MHQ WGS (N=3164),1856785.35,1810.71
MHQ WGS (N=3164),5598343.71,4852.81
MHQ WGS (N=3164),3233644.81,3033.95
MHQ WGS (N=3164),4027534.22,5199.21
MHQ WGS (N=3164),3133183.62,2443.88
MHQ WGS (N=3164),5982409.6,5877.64
MHQ WGS (N=3164),1657321.38,1438.89
MHQ WGS (N=3164),6104366.94,5494.65
MHQ WGS (N=3164),2458215.64,2542.73
MHQ WGS (N=3164),2980493.84,2665.11
MHQ WGS (N=3164),2704124.46,3123.67
MHQ WGS (N=3164),12239150.78,11594.32
MHQ WGS (N=3164),3340620.98,2385.42
MHQ WGS (N=3164),3272032.66,3606.02
MHQ WGS (N=3164),5254209.96,5117.08
MHQ WGS (N=3164),6114495.24,5435.14
MHQ WGS (N=3164),5669265.17,5133.36
MHQ WGS (N=3164),3647685.73,3372.26
MHQ WGS (N=3164),7309093.58,7858.42
MHQ WGS (N=3164),4402288.5,3768.62
MHQ WGS (N=3164),4884397.84,3516.47
MHQ WGS (N=3164),8547089.92,7368.23
MHQ WGS (N=3164),3639589.41,4036.04
MHQ WGS (N=3164),5385716.49,4731.3
MHQ WGS (N=3164),5739024.35,4552.63
MHQ WGS (N=3164),2340437.22,2340.75
MHQ WGS (N=3164),5221225.31,5882.24
MHQ WGS (N=3164),4825324.22,3882.25
MHQ WGS (N=3164),4552488.24,4116.89
MHQ WGS (N=3164),4816850.47,4740.6
MHQ WGS (N=3164),3769677.74,3200.35
MHQ WGS (N=3164),4730470.39,3859.22
MHQ WGS (N=3164),1742896.93,1911.96
MHQ WGS (N=3164),3632658.28,3894.71
MHQ WGS (N=3164),2700886.35,2471.96
MHQ WGS (N=3164),4387165.02,3610.72
MHQ WGS (N=3164),4769721.41,4036.06
MHQ WGS (N=3164),7164229.44,7623.31
MHQ WGS (N=3164),4743255.4,3959.94
MHQ WGS (N=3164),2470234.18,2450.18
MHQ WGS (N=3164),3806707.92,3280.72
MHQ WGS (N=3164),1358299.5,1201.97
MHQ WGS (N=3164),5517384.53,4496.78
MHQ WGS (N=3164),4771334.42,4782.54
MHQ WGS (N=3164),3760861.0,3311.36
MHQ WGS (N=3164),5014706.67,4703.61
MHQ WGS (N=3164),4504307.37,3988.34
MHQ WGS (N=3164),6677680.37,6654.96
MHQ WGS (N=3164),3056903.87,2752.06
MHQ WGS (N=3164),2371009.85,2661.97
MHQ WGS (N=3164),5667006.54,5631.56
MHQ WGS (N=3164),2166421.46,1857.41
MHQ WGS (N=3164),5032513.85,5278.36
MHQ WGS (N=3164),5455224.91,5895.16
MHQ WGS (N=3164),4946524.48,5822.75
MHQ WGS (N=3164),3084840.04,2617.84
MHQ WGS (N=3164),5582963.88,4273.22
MHQ WGS (N=3164),2932610.32,2571.73
MHQ WGS (N=3164),4715664.1,3964.76
MHQ WGS (N=3164),2849577.03,2592.1
MHQ WGS (N=3164),3886702.87,3050.88
MHQ WGS (N=3164),10292767.66,8915.51
MHQ WGS (N=3164),4691726.03,4599.65
MHQ WGS (N=3164),1683183.06,1940.33
MHQ WGS (N=3164),8872817.1,6711.55
MHQ WGS (N=3164),5894501.9,5440.08
MHQ WGS (N=3164),3408540.78,3434.62
MHQ WGS (N=3164),2017063.96,1690.19
MHQ WGS (N=3164),2335925.1,2573.24
MHQ WGS (N=3164),1731796.87,1649.73
MHQ WGS (N=3164),6006737.03,6059.01
MHQ WGS (N=3164),2799995.69,2463.39
MHQ WGS (N=3164),2937824.17,2478.14
MHQ WGS (N=3164),3436896.0,2710.42
MHQ WGS (N=3164),3437985.45,3240.64
MHQ WGS (N=3164),5247379.2,5307.92
MHQ WGS (N=3164),3532542.03,3408.08
MHQ WGS (N=3164),4758795.05,4847.7
MHQ WGS (N=3164),7597185.62,7744.67
MHQ WGS (N=3164),2334641.67,2476.61
MHQ WGS (N=3164),2566678.18,2456.23
MHQ WGS (N=3164),4888926.62,4122.96
MHQ WGS (N=3164),3815511.35,4657.68
MHQ WGS (N=3164),3144884.68,2589.96
MHQ WGS (N=3164),1951877.08,1817.65
MHQ WGS (N=3164),4126010.7,5102.13
MHQ WGS (N=3164),5130268.63,4065.81
MHQ WGS (N=3164),4135408.32,3736.34
MHQ WGS (N=3164),3797784.06,3417.6
MHQ WGS (N=3164),2608306.93,2664.62
MHQ WGS (N=3164),5559326.9,4660.76
MHQ WGS (N=3164),3731091.79,3305.79
MHQ WGS (N=3164),5307490.52,5905.26
MHQ WGS (N=3164),7148557.71,6903.68
MHQ WGS (N=3164),3331772.16,3210.72
MHQ WGS (N=3164),3801208.98,3092.49
MHQ WGS (N=3164),6407731.41,5040.92
MHQ WGS (N=3164),3424941.72,2917.15
MHQ WGS (N=3164),5745682.69,6430.65
MHQ WGS (N=3164),3664348.98,4083.45
MHQ WGS (N=3164),5187171.49,4790.41
MHQ WGS (N=3164),3482521.88,3062.92
MHQ WGS (N=3164),3251796.02,2624.74
MHQ WGS (N=3164),4832491.85,3876.25
MHQ WGS (N=3164),3158984.07,3191.91
MHQ WGS (N=3164),3441309.19,3925.77
MHQ WGS (N=3164),2395790.99,2265.79
MHQ WGS (N=3164),6814926.85,5455.37
MHQ WGS (N=3164),4010617.64,3133.48
MHQ WGS (N=3164),4113964.55,5125.62
MHQ WGS (N=3164),8633035.09,6087.06
MHQ WGS (N=3164),3490827.17,3606.1
MHQ WGS (N=3164),5501924.93,5009.69
MHQ WGS (N=3164),3655222.31,2960.33
MHQ WGS (N=3164),2132857.74,2250.06
MHQ WGS (N=3164),3640225.92,3773.87
MHQ WGS (N=3164),2676097.78,2561.5
MHQ WGS (N=3164),4619994.66,3491.43
MHQ WGS (N=3164),1820294.06,1804.63
MHQ WGS (N=3164),4462242.55,4972.68
MHQ WGS (N=3164),4606334.31,4121.17
MHQ WGS (N=3164),2049942.55,1933.17
MHQ WGS (N=3164),6627709.08,5249.09
MHQ WGS (N=3164),3534431.85,2580.2
MHQ WGS (N=3164),4767421.42,4177.45
MHQ WGS (N=3164),2822233.37,3596.12
MHQ WGS (N=3164),7740867.32,10669.38
MHQ WGS (N=3164),7453970.35,5677.89
MHQ WGS (N=3164),4941338.54,5053.02
MHQ WGS (N=3164),4450634.81,4339.6
MHQ WGS (N=3164),12680797.05,10982.26
MHQ WGS (N=3164),3075747.79,3052.48
MHQ WGS (N=3164),3064820.88,3164.14
MHQ WGS (N=3164),2431764.0,2333.31
MHQ WGS (N=3164),6999996.28,6403.8
MHQ WGS (N=3164),3606792.44,3100.28
MHQ WGS (N=3164),4477820.15,3835.67
MHQ WGS (N=3164),4105929.91,2742.54
MHQ WGS (N=3164),3228898.35,3245.79
MHQ WGS (N=3164),4462719.61,4449.0
MHQ WGS (N=3164),3281355.94,3601.41
MHQ WGS (N=3164),7529713.81,5826.02
MHQ WGS (N=3164),9034154.92,11621.29
MHQ WGS (N=3164),5012982.24,6036.74
MHQ WGS (N=3164),6420483.88,5168.55
MHQ WGS (N=3164),5976773.55,5574.48
MHQ WGS (N=3164),1852713.65,2321.65
MHQ WGS (N=3164),4132458.32,4701.4
MHQ WGS (N=3164),1996315.99,2344.89
MHQ WGS (N=3164),3550645.65,3405.15
MHQ WGS (N=3164),4653159.72,5988.75
MHQ WGS (N=3164),3039872.91,2690.81
MHQ WGS (N=3164),2943167.37,2639.19
MHQ WGS (N=3164),2220602.64,1989.04
MHQ WGS (N=3164),2883758.85,2895.85
MHQ WGS (N=3164),4482788.39,4469.88
MHQ WGS (N=3164),8819615.26,8918.23
MHQ WGS (N=3164),11178829.66,12189.61
MHQ WGS (N=3164),5487023.52,5193.63
MHQ WGS (N=3164),3367811.36,3027.55
MHQ WGS (N=3164),4540859.92,5570.15
MHQ WGS (N=3164),2356014.65,2172.82
MHQ WGS (N=3164),4228920.3,3542.43
MHQ WGS (N=3164),3378847.96,3159.95
MHQ WGS (N=3164),4280785.87,4718.74
MHQ WGS (N=3164),8765302.7,8552.34
MHQ WGS (N=3164),3151536.64,2679.78
MHQ WGS (N=3164),8392476.89,8479.35
MHQ WGS (N=3164),7589334.41,7469.46
MHQ WGS (N=3164),3079305.31,2223.87
MHQ WGS (N=3164),4602215.26,4516.71
MHQ WGS (N=3164),5221788.12,4563.58
MHQ WGS (N=3164),7012930.63,9525.9
MHQ WGS (N=3164),2832411.4,3847.62
MHQ WGS (N=3164),6810052.23,5926.22
MHQ WGS (N=3164),3940418.14,2980.29
MHQ WGS (N=3164),4793952.92,3771.12
MHQ WGS (N=3164),5633616.97,6012.4
MHQ WGS (N=3164),5715114.3,5633.12
MHQ WGS (N=3164),3114980.95,2906.77
MHQ WGS (N=3164),5701346.45,4614.75
MHQ WGS (N=3164),1639952.73,1575.3
MHQ WGS (N=3164),4687907.7,3962.48
MHQ WGS (N=3164),11163343.6,10665.35
MHQ WGS (N=3164),2901349.42,2338.51
MHQ WGS (N=3164),10206857.62,9011.16
MHQ WGS (N=3164),5286651.12,4431.21
MHQ WGS (N=3164),3138879.69,3487.93
MHQ WGS (N=3164),4385639.46,3706.73
MHQ WGS (N=3164),4032461.81,4116.53
MHQ WGS (N=3164),7799148.5,7028.87
MHQ WGS (N=3164),12883022.93,11947.06
MHQ WGS (N=3164),2403753.95,2347.43
MHQ WGS (N=3164),5673005.96,5424.36
MHQ WGS (N=3164),2913715.14,3315.51
MHQ WGS (N=3164),2706961.12,1947.13
MHQ WGS (N=3164),3343648.57,3694.73
MHQ WGS (N=3164),2692037.16,3146.87
MHQ WGS (N=3164),2986962.37,2518.4
MHQ WGS (N=3164),5444834.79,5113.46
MHQ WGS (N=3164),2582414.12,2128.04
MHQ WGS (N=3164),3716195.78,3024.34
MHQ WGS (N=3164),3852137.73,3918.63
MHQ WGS (N=3164),4161398.82,4445.22
MHQ WGS (N=3164),8879230.5,7949.27
MHQ WGS (N=3164),4670759.6,4619.31
MHQ WGS (N=3164),2974582.63,3121.48
MHQ WGS (N=3164),3794304.23,4343.33
MHQ WGS (N=3164),3877100.91,3762.82
MHQ WGS (N=3164),3958232.4,3617.3
MHQ WGS (N=3164),5288872.35,5752.89
MHQ WGS (N=3164),3803598.19,3098.33
MHQ WGS (N=3164),1601262.47,1850.77
MHQ WGS (N=3164),3739172.96,3839.5
MHQ WGS (N=3164),3342256.33,3794.38
MHQ WGS (N=3164),3385476.94,3132.41
MHQ WGS (N=3164),2050975.55,1946.41
MHQ WGS (N=3164),1963945.8,1617.28
MHQ WGS (N=3164),4521055.74,4650.77
MHQ WGS (N=3164),8799735.65,7581.5
MHQ WGS (N=3164),6648799.11,5770.19
MHQ WGS (N=3164),2817321.4,2911.47
MHQ WGS (N=3164),4467895.32,3538.12
MHQ WGS (N=3164),1784150.45,2130.73
MHQ WGS (N=3164),5931283.52,6118.12
MHQ WGS (N=3164),1951167.81,2005.46
MHQ WGS (N=3164),5167766.68,4947.04
MHQ WGS (N=3164),9700009.29,8784.42
MHQ WGS (N=3164),1300516.38,1394.46
MHQ WGS (N=3164),4158092.81,2951.86
MHQ WGS (N=3164),3643665.79,3317.45
MHQ WGS (N=3164),5616425.29,5430.1
MHQ WGS (N=3164),4646300.73,5295.51
MHQ WGS (N=3164),3102167.24,3182.62
MHQ WGS (N=3164),2972046.88,2536.5
MHQ WGS (N=3164),6648758.35,5918.0
MHQ WGS (N=3164),4879131.64,4876.43
MHQ WGS (N=3164),2165037.96,2109.68
MHQ WGS (N=3164),6807711.72,5679.61
MHQ WGS (N=3164),2257515.18,1769.36
MHQ WGS (N=3164),5223018.86,4999.36
MHQ WGS (N=3164),3994504.69,3230.54
MHQ WGS (N=3164),5704157.26,5636.56
MHQ WGS (N=3164),5680990.55,4067.85
MHQ WGS (N=3164),3943131.29,3165.82
MHQ WGS (N=3164),8320265.0,7963.49
MHQ WGS (N=3164),4383820.6,5208.66
MHQ WGS (N=3164),4565378.71,4968.49
MHQ WGS (N=3164),3885633.57,4343.22
MHQ WGS (N=3164),3106253.59,3117.61
MHQ WGS (N=3164),2651612.21,2308.42
MHQ WGS (N=3164),3310622.48,3170.57
MHQ WGS (N=3164),4495174.7,4077.97
MHQ WGS (N=3164),5929127.48,4649.0
MHQ WGS (N=3164),1808254.5,1745.04
MHQ WGS (N=3164),3346728.36,2847.6
MHQ WGS (N=3164),5882603.34,6108.99
MHQ WGS (N=3164),4444029.37,3656.86
MHQ WGS (N=3164),5137160.78,5242.07
MHQ WGS (N=3164),7419711.58,6957.67
MHQ WGS (N=3164),4764161.86,5060.46
MHQ WGS (N=3164),7507700.61,7864.51
MHQ WGS (N=3164),6721702.17,5984.85
MHQ WGS (N=3164),2023758.39,2329.41
MHQ WGS (N=3164),2692456.23,3199.37
MHQ WGS (N=3164),2229885.89,2497.97
MHQ WGS (N=3164),4511202.47,4366.07
MHQ WGS (N=3164),6329164.3,7405.37
MHQ WGS (N=3164),6727574.46,5041.43
